machine_id,machine_type,temperature,vibration,current,load,operating_hours,maintenance_count,ambient_temperature,humidity,risk_score,failure
MCH-COM-1003,Compressor,66.88,18.0,23.62,70.9,7855.5,9,33.8,64.25,0.4507,1
MCH-COM-1003,Compressor,64.57,2.949,25.06,77.84,7922.0,9,38.14,57.28,0.0639,0
MCH-COM-1003,Compressor,58.25,2.758,27.46,77.41,7992.7,9,10.44,63.09,0.1638,0
MCH-COM-1003,Compressor,57.02,3.76,19.46,80.63,8039.4,9,27.97,26.8,0.1971,0
MCH-COM-1003,Compressor,69.6,3.182,26.17,72.53,8081.1,9,20.55,63.3,0.1946,0
MCH-COM-1003,Compressor,69.52,2.006,21.97,69.92,8138.7,9,21.63,55.53,0.1102,0
MCH-COM-1003,Compressor,59.28,3.389,26.2,71.71,8209.7,9,27.31,31.6,0.2223,0
MCH-COM-1003,Compressor,65.03,3.084,25.76,76.47,8275.7,9,26.94,58.43,0.0715,0
MCH-COM-1003,Compressor,64.62,3.159,24.63,71.12,8343.8,10,30.09,48.34,0.0485,0
MCH-COM-1003,Compressor,65.11,2.848,24.34,71.95,8399.9,10,21.42,59.59,0.0,0
MCH-COM-1003,Compressor,68.4,2.734,28.79,72.72,8449.3,10,24.5,43.08,0.1735,0
MCH-COM-1003,Compressor,71.13,3.686,26.2,69.62,8510.6,10,35.25,50.78,0.3996,0
MCH-COM-1003,Compressor,70.75,3.329,29.4,76.49,8558.7,10,26.41,47.66,0.3853,0
MCH-COM-1003,Compressor,63.89,3.572,26.2,75.12,8627.8,10,24.02,57.72,0.168,0
MCH-COM-1003,Compressor,66.72,3.083,23.41,80.2,8675.7,10,15.47,59.59,0.0969,0
MCH-COM-1003,Compressor,59.29,2.915,25.11,72.45,8727.3,10,32.15,60.67,0.1214,0
MCH-COM-1003,Compressor,68.84,3.08,31.6,76.36,8787.6,10,28.78,34.47,0.4159,0
MCH-COM-1003,Compressor,70.57,2.439,21.05,75.87,8847.0,10,33.48,55.51,0.2257,0
MCH-COM-1003,Compressor,58.87,3.369,26.81,65.21,8911.1,10,32.54,64.19,0.2419,0
MCH-COM-1003,Compressor,68.97,3.505,26.65,81.33,8968.6,10,20.72,36.99,0.3885,0
MCH-COM-1003,Compressor,66.44,3.408,26.38,83.05,9045.4,10,32.59,44.53,0.3393,0
MCH-COM-1003,Compressor,63.89,3.156,26.5,56.12,9119.0,10,37.64,61.8,0.1231,0
MCH-COM-1003,Compressor,75.32,3.112,26.24,73.87,9194.1,11,34.61,53.74,0.3128,0
MCH-COM-1003,Compressor,72.75,3.614,25.99,83.68,9259.3,11,38.15,58.81,0.5279,0
MCH-COM-1003,Compressor,68.95,4.012,25.03,75.57,9324.7,11,21.85,40.79,0.3196,0
MCH-COM-1003,Compressor,68.37,4.277,27.42,72.0,9389.1,11,25.09,71.5,0.4335,0
MCH-COM-1003,Compressor,69.03,3.207,28.72,71.73,9446.5,11,29.57,82.27,0.2521,0
MCH-COM-1003,Compressor,66.14,3.669,25.65,69.55,9499.3,11,30.8,68.41,0.238,0
MCH-COM-1003,Compressor,68.06,3.019,26.41,74.77,9563.0,11,23.96,77.71,0.08,0
MCH-COM-1003,Compressor,72.19,3.977,28.38,75.89,9604.0,11,29.09,51.77,0.4633,0
MCH-COM-1003,Compressor,71.59,3.38,24.3,79.47,9644.3,11,27.18,32.32,0.2736,0
MCH-COM-1003,Compressor,74.41,4.871,26.3,75.58,9718.4,11,23.56,57.5,0.585,0
MCH-COM-1003,Compressor,67.63,3.555,23.25,84.6,9760.3,11,24.92,54.58,0.3172,0
MCH-COM-1003,Compressor,68.87,3.539,27.3,82.14,9821.3,11,33.76,63.79,0.3674,0
MCH-COM-1003,Compressor,77.32,3.999,27.38,85.54,9885.9,11,32.29,62.78,0.7012,0
MCH-COM-1003,Compressor,68.49,3.613,29.13,79.59,9933.8,11,32.55,70.78,0.4296,0
MCH-COM-1003,Compressor,77.01,3.267,28.66,76.29,10009.6,12,21.4,51.55,0.472,0
MCH-COM-1003,Compressor,74.35,4.83,28.17,94.85,10057.2,12,28.71,55.27,0.8194,1
MCH-COM-1003,Compressor,77.28,3.606,26.64,88.08,10132.6,12,32.63,68.58,0.6064,0
MCH-COM-1003,Compressor,72.96,3.863,29.63,89.93,10203.1,12,29.47,78.7,0.6276,0
MCH-COM-1003,Compressor,72.55,4.343,31.6,92.83,10252.7,12,32.75,55.31,0.7202,1
MCH-COM-1003,Compressor,76.12,4.801,29.17,83.79,10298.8,12,28.21,51.07,0.8169,1
MCH-COM-1003,Compressor,71.93,3.919,28.7,91.59,10351.4,12,27.04,55.63,0.547,0
MCH-COM-1003,Compressor,77.34,4.719,31.8,82.73,10407.3,12,30.3,53.16,0.8803,1
MCH-COM-1003,Compressor,76.05,4.101,28.95,84.45,10457.2,12,26.82,52.09,0.705,0
MCH-COM-1003,Compressor,85.96,3.505,26.28,76.22,10537.1,12,27.59,65.75,0.4238,0
MCH-COM-1003,Compressor,76.14,4.407,27.53,80.72,10586.3,12,27.92,35.99,0.7255,1
MCH-COM-1003,Compressor,71.29,4.561,29.53,86.07,10659.5,12,20.64,37.2,0.714,1
MCH-COM-1003,Compressor,64.99,4.827,25.52,87.69,10705.9,12,24.45,67.59,0.4766,0
MCH-COM-1003,Compressor,67.34,4.598,25.67,85.42,10785.1,12,27.17,56.56,0.5148,0
MCH-COM-1003,Compressor,79.88,3.562,31.89,80.63,10834.1,13,22.39,74.14,0.6211,0
MCH-COM-1003,Compressor,84.71,4.932,27.93,82.8,10891.0,13,28.48,73.32,0.8146,1
MCH-COM-1003,Compressor,78.11,4.257,29.55,91.36,10953.3,13,28.01,50.26,0.788,1
MCH-COM-1003,Compressor,75.52,3.692,28.27,92.75,10998.2,13,27.17,63.45,0.5883,0
MCH-COM-1003,Compressor,80.33,4.348,28.94,85.07,11070.8,13,26.02,29.51,0.8123,1
MCH-COM-1003,Compressor,79.36,4.307,28.09,75.38,11121.8,13,28.9,74.36,0.7502,1
MCH-COM-1003,Compressor,73.18,4.613,30.04,89.61,11183.8,13,30.43,19.17,0.8159,1
MCH-COM-1003,Compressor,75.03,3.825,29.89,87.12,11245.8,13,21.44,63.45,0.6545,0
MCH-COM-1003,Compressor,79.56,4.138,28.43,91.03,11309.9,13,21.96,67.77,0.6876,0
MCH-COM-1003,Compressor,79.31,3.753,30.22,88.78,11352.1,13,22.65,60.98,0.7688,1
MCH-COM-1003,Compressor,77.45,5.07,26.23,87.41,11398.8,13,34.48,72.28,0.7092,1
MCH-COM-1003,Compressor,79.14,4.361,30.15,88.81,11445.3,13,24.77,64.09,0.8711,1
MCH-COM-1003,Compressor,80.43,4.042,28.19,90.43,11497.4,13,27.76,65.52,0.8175,1
MCH-COM-1003,Compressor,84.32,4.671,29.53,83.59,11543.2,13,23.21,78.87,0.8482,1
MCH-COM-1003,Compressor,83.9,4.517,29.02,84.82,11620.0,13,32.4,48.75,0.8451,1
MCH-COM-1003,Compressor,82.27,5.071,34.53,88.57,11680.6,14,30.58,63.63,0.9227,1
MCH-COM-1003,Compressor,78.13,4.315,28.7,91.45,11745.5,14,29.16,55.95,0.8206,1
MCH-COM-1003,Compressor,90.53,4.446,35.59,78.2,11799.8,14,24.75,28.57,0.9209,1
MCH-COM-1003,Compressor,78.23,4.392,28.87,91.79,11850.9,14,30.85,76.74,0.819,1
MCH-COM-1003,Compressor,83.83,4.32,31.06,84.23,11911.0,14,29.86,67.2,0.8048,1
MCH-COM-1003,Compressor,79.91,5.499,31.77,85.62,11962.8,14,25.17,48.28,0.8678,1
MCH-COM-1003,Compressor,84.84,5.123,31.46,100.0,12016.5,14,33.22,46.35,1.0047,1
MCH-COM-1003,Compressor,83.08,5.144,30.7,90.65,12074.6,14,33.81,39.24,0.8927,1
MCH-COM-1003,Compressor,180.0,4.889,36.22,94.26,12134.8,14,31.78,51.83,0.9491,1
MCH-COM-1003,Compressor,87.72,5.388,34.92,87.2,12214.2,14,27.43,57.04,0.9345,1
MCH-COM-1003,Compressor,79.04,5.547,32.43,82.34,12263.2,14,19.66,53.36,0.8949,1
MCH-COM-1003,Compressor,91.94,5.392,36.52,88.66,12322.7,14,31.81,49.59,0.9493,1
MCH-COM-1003,Compressor,82.86,4.22,35.29,85.29,12368.7,14,24.79,40.84,0.8737,1
MCH-COM-1003,Compressor,92.95,6.333,29.52,87.24,12422.7,14,23.86,66.86,0.8709,1
MCH-COM-1003,Compressor,83.68,5.358,32.0,99.28,12491.3,14,30.19,63.04,0.9154,1
MCH-COM-1003,Compressor,86.28,6.399,35.73,78.73,12538.3,15,26.75,40.58,0.8505,1
MCH-COM-1003,Compressor,87.85,5.009,33.27,74.4,12601.6,15,23.66,55.44,0.8108,1
MCH-COM-1003,Compressor,79.44,5.238,35.35,81.56,12658.2,15,28.92,55.79,0.9643,1
MCH-COM-1003,Compressor,86.61,5.378,35.16,82.53,12700.3,15,27.12,49.53,0.845,1
MCH-COM-1003,Compressor,91.25,5.777,32.07,91.53,12777.6,15,33.96,45.02,0.9508,1
MCH-COM-1003,Compressor,87.41,5.504,30.43,99.4,12834.2,15,24.9,67.31,0.8565,1
MCH-COM-1003,Compressor,86.01,6.178,35.8,92.42,12905.5,15,31.04,51.54,0.9349,1
MCH-COM-1003,Compressor,86.19,6.059,32.55,100.0,12962.2,15,26.74,55.25,0.914,1
MCH-COM-1003,Compressor,89.26,5.494,34.0,96.98,13039.7,15,25.35,53.49,0.9527,1
MCH-COM-1003,Compressor,92.95,5.629,37.8,90.9,13091.3,15,27.05,52.95,0.9422,1
MCH-COM-1003,Compressor,85.67,5.449,36.58,91.86,13147.8,15,26.06,69.72,0.9845,1
MCH-COM-1003,Compressor,95.16,5.323,33.44,100.0,13218.1,15,28.96,51.79,0.9822,1
MCH-COM-1003,Compressor,94.5,5.5,34.99,98.07,13271.9,15,23.36,55.15,0.9239,1
MCH-COM-1003,Compressor,86.86,5.54,35.63,90.8,13326.5,15,25.41,55.62,0.877,1
MCH-COM-1003,Compressor,92.84,6.423,34.64,91.74,13406.3,16,29.49,30.66,0.8906,1
MCH-COM-1003,Compressor,103.86,5.832,34.68,97.65,13468.5,16,34.58,66.7,0.9622,1
MCH-COM-1003,Compressor,94.03,7.215,36.29,86.48,13536.1,16,29.13,39.63,0.9003,1
MCH-COM-1003,Compressor,88.28,6.001,33.45,90.35,13601.8,16,33.94,56.24,0.9387,1
MCH-COM-1003,Compressor,87.85,5.064,32.78,94.53,13674.9,16,31.92,48.28,0.9163,1
MCH-COM-1003,Compressor,89.89,5.917,33.25,100.0,13749.4,16,36.39,33.86,1.0066,1
MCH-COM-1003,Compressor,98.14,5.348,36.66,100.0,13811.9,16,28.31,61.6,0.8739,1
MCH-COM-1003,Compressor,101.2,6.076,34.59,89.01,13863.7,16,31.91,38.54,0.8925,1
MCH-COM-1003,Compressor,94.15,5.891,36.34,100.0,13904.6,16,27.51,49.78,0.8856,1
MCH-COM-1003,Compressor,95.02,6.898,36.23,93.49,13969.2,16,20.87,35.56,0.9205,1
MCH-COM-1003,Compressor,95.91,5.533,38.53,95.39,14042.2,16,27.02,44.87,0.979,1
MCH-COM-1003,Compressor,91.5,5.757,38.52,97.56,14100.2,16,27.06,62.7,0.9221,1
MCH-COM-1003,Compressor,96.57,5.877,40.41,92.18,14146.8,16,34.22,52.73,0.9446,1
MCH-COM-1003,Compressor,98.3,6.895,34.71,100.0,14198.3,17,35.39,51.9,0.9747,1
MCH-COM-1003,Compressor,93.6,6.184,39.93,90.08,14258.7,17,24.23,74.33,0.911,1
MCH-COM-1003,Compressor,104.5,6.168,36.89,92.36,14332.2,17,28.57,33.71,0.9433,1
MCH-COM-1003,Compressor,97.64,6.4,35.97,91.18,14379.1,17,30.91,40.95,0.9375,1
MCH-COM-1003,Compressor,104.97,7.207,33.87,93.56,14443.6,17,29.69,54.16,0.8895,1
MCH-CNC-1004,CNC,60.15,2.236,19.82,55.12,1225.7,1,25.9,52.18,0.2998,0
MCH-CNC-1004,CNC,51.98,2.38,19.33,57.55,1274.8,1,30.57,57.67,0.2174,0
MCH-CNC-1004,CNC,50.97,1.956,17.91,64.99,1332.9,1,25.49,25.0,0.0767,0
MCH-CNC-1004,CNC,54.82,2.019,20.53,64.66,1387.1,1,28.33,54.61,0.1735,0
MCH-CNC-1004,CNC,53.23,1.958,16.37,71.35,1431.8,1,29.57,46.51,0.14,0
MCH-CNC-1004,CNC,56.53,1.925,17.2,54.77,1509.5,1,29.36,50.7,0.0757,0
MCH-CNC-1004,CNC,50.99,2.023,17.73,57.43,1567.1,1,28.8,63.98,0.0046,0
MCH-CNC-1004,CNC,56.66,1.928,17.15,51.65,1634.7,1,25.63,55.24,0.0549,0
MCH-CNC-1004,CNC,55.29,1.71,15.51,66.56,1697.7,2,26.1,44.96,0.0377,0
MCH-CNC-1004,CNC,56.27,2.412,17.4,58.28,1757.8,2,32.29,33.27,0.1957,0
MCH-CNC-1004,CNC,62.33,1.188,17.85,54.25,1822.4,2,26.94,49.98,0.2497,0
MCH-CNC-1004,CNC,54.66,1.727,17.74,64.12,1898.4,2,23.27,35.25,0.041,0
MCH-CNC-1004,CNC,53.07,1.959,17.4,64.38,1966.3,2,35.09,61.96,0.0,0
MCH-CNC-1004,CNC,50.85,1.88,17.6,46.22,2027.6,2,31.28,41.96,0.0588,0
MCH-CNC-1004,CNC,60.46,1.926,18.66,50.14,2093.4,2,30.49,49.02,0.1334,0
MCH-CNC-1004,CNC,54.13,1.86,17.51,67.6,2157.7,2,24.86,75.82,0.0419,0
MCH-CNC-1004,CNC,59.85,1.695,18.0,56.08,2215.0,2,26.63,64.62,0.21,0
MCH-CNC-1004,CNC,58.57,1.879,18.28,53.74,2280.0,2,24.03,41.24,0.1533,0
MCH-CNC-1004,CNC,55.75,1.426,17.93,72.13,2337.8,2,32.49,47.98,0.079,0
MCH-CNC-1004,CNC,56.38,1.305,19.67,58.29,2408.1,2,35.33,34.28,0.2078,0
MCH-CNC-1004,CNC,54.7,1.901,15.95,64.77,2486.8,2,30.7,76.42,0.0296,0
MCH-CNC-1004,CNC,53.22,1.699,15.95,71.79,2565.2,3,24.89,72.76,0.0,0
MCH-CNC-1004,CNC,54.62,2.158,18.49,57.55,2638.0,3,30.64,54.81,0.1111,0
MCH-CNC-1004,CNC,57.09,1.957,16.8,64.8,2702.1,3,27.74,60.87,0.0266,0
MCH-CNC-1004,CNC,51.37,2.521,20.32,67.07,2772.1,3,26.45,51.4,0.2852,0
MCH-CNC-1004,CNC,53.94,1.81,20.81,59.62,2819.2,3,35.07,38.22,0.1524,0
MCH-CNC-1004,CNC,61.21,2.009,17.6,50.66,2878.4,3,32.33,45.76,0.1991,0
MCH-CNC-1004,CNC,51.3,2.467,19.73,59.75,2928.7,3,23.38,73.43,0.2816,0
MCH-CNC-1004,CNC,51.68,1.471,17.03,48.36,2968.8,3,25.51,63.93,0.0,0
MCH-CNC-1004,CNC,56.07,1.783,18.1,75.37,3047.5,3,26.61,59.61,0.1485,0
MCH-CNC-1004,CNC,59.56,1.857,19.58,59.01,3122.0,3,30.45,63.05,0.1519,0
MCH-CNC-1004,CNC,58.28,1.772,19.17,56.88,3182.6,3,29.4,49.46,0.211,0
MCH-CNC-1004,CNC,51.78,2.074,18.07,55.68,3232.7,3,27.78,56.61,0.0236,0
MCH-CNC-1004,CNC,54.61,1.698,21.52,68.47,3300.5,3,29.09,69.07,0.2438,0
MCH-CNC-1004,CNC,47.33,1.88,15.93,58.11,3357.8,4,28.82,66.04,0.0,0
MCH-CNC-1004,CNC,56.2,2.004,18.52,55.84,3430.0,4,33.53,53.76,0.1602,0
MCH-CNC-1004,CNC,52.63,2.223,17.91,57.38,3510.0,4,30.53,51.41,0.0645,0
MCH-CNC-1004,CNC,45.81,2.382,19.85,75.1,3563.9,4,27.93,39.49,0.2137,0
MCH-CNC-1004,CNC,55.03,1.698,20.47,77.92,3613.7,4,29.91,54.87,0.1826,0
MCH-CNC-1004,CNC,59.64,2.023,17.57,63.85,3664.4,4,25.66,56.76,0.2322,0
MCH-CNC-1004,CNC,58.26,1.969,19.74,58.39,3708.1,4,27.46,40.45,0.2079,0
MCH-CNC-1004,CNC,52.37,1.854,18.0,60.97,3763.9,4,21.18,52.23,0.0637,0
MCH-CNC-1004,CNC,53.86,1.933,18.24,58.99,3804.6,4,23.88,54.56,0.0543,0
MCH-CNC-1004,CNC,51.85,1.888,15.93,67.53,3849.2,4,27.63,44.8,0.012,0
MCH-CNC-1004,CNC,53.87,1.639,16.45,48.32,3900.0,4,23.73,71.29,0.0534,0
MCH-CNC-1004,CNC,56.4,1.749,19.14,51.79,3946.4,4,28.16,55.63,0.1024,0
MCH-CNC-1004,CNC,56.89,1.822,19.03,77.11,4015.7,4,21.48,44.89,0.1524,0
MCH-CNC-1004,CNC,53.75,1.9,16.04,71.23,4059.9,4,22.31,52.6,0.0682,0
MCH-CNC-1004,CNC,54.91,1.706,15.98,58.16,4134.6,4,24.97,57.46,0.0136,0
MCH-CNC-1004,CNC,57.44,2.035,18.28,71.53,4183.4,5,26.25,46.29,0.2184,0
MCH-CNC-1004,CNC,54.42,1.973,120.0,43.82,4227.8,5,25.76,59.32,0.1566,1
MCH-CNC-1004,CNC,58.6,2.587,19.14,71.06,4268.2,5,31.07,75.52,0.4319,0
MCH-CNC-1004,CNC,57.85,2.212,17.69,59.67,4336.8,5,26.65,62.46,0.1601,0
MCH-CNC-1004,CNC,54.43,1.293,20.58,58.24,4387.0,5,29.82,72.49,0.1972,0
MCH-CNC-1004,CNC,59.33,1.627,21.6,68.7,4447.4,5,28.84,72.1,0.3004,0
MCH-CNC-1004,CNC,54.13,2.433,15.2,64.48,4491.9,5,30.13,78.63,0.2683,0
MCH-CNC-1004,CNC,59.83,1.832,17.33,50.22,4571.3,5,23.65,59.84,0.1277,0
MCH-CNC-1004,CNC,57.22,1.801,16.18,55.78,4616.3,5,29.35,51.67,0.1089,0
MCH-CNC-1004,CNC,57.09,2.325,17.53,51.65,4672.8,5,28.3,60.65,0.2185,0
MCH-CNC-1004,CNC,52.33,1.784,17.69,53.91,4746.9,5,30.83,35.74,0.073,0
MCH-CNC-1004,CNC,54.0,1.947,15.82,55.15,4796.7,5,26.4,50.28,0.0603,0
MCH-CNC-1004,CNC,53.02,2.443,18.73,53.54,4847.3,5,28.38,56.49,0.2153,0
MCH-CNC-1004,CNC,53.2,2.23,18.06,71.93,4919.7,5,33.16,57.36,0.1487,0
MCH-CNC-1004,CNC,56.52,1.946,20.52,60.63,4970.6,5,26.38,49.48,0.2219,0
MCH-CNC-1004,CNC,56.67,1.754,19.65,49.66,5010.7,6,28.51,68.8,0.1116,0
MCH-CNC-1004,CNC,61.05,1.872,18.21,64.57,5067.8,6,30.9,58.29,0.1508,0
MCH-CNC-1004,CNC,56.56,2.528,18.78,75.72,5108.3,6,31.6,33.33,0.2938,0
MCH-CNC-1004,CNC,53.28,2.449,18.04,68.49,5184.7,6,25.25,62.51,0.1641,0
MCH-CNC-1004,CNC,59.74,2.132,19.4,42.69,5250.4,6,27.66,59.93,0.2921,0
MCH-CNC-1004,CNC,57.88,1.89,18.07,69.45,5313.7,6,18.89,62.07,0.2426,0
MCH-CNC-1004,CNC,52.26,2.101,19.84,68.31,5361.8,6,27.46,65.51,0.0812,0
MCH-CNC-1004,CNC,54.74,1.792,17.05,66.7,5429.8,6,27.83,42.45,0.0156,0
MCH-CNC-1004,CNC,57.5,1.836,18.5,69.92,5496.9,6,22.76,54.46,0.1597,0
MCH-CNC-1004,CNC,56.14,2.372,16.01,64.56,5539.3,6,32.13,52.76,0.2865,0
MCH-CNC-1004,CNC,56.26,2.103,18.87,64.49,5614.5,6,24.07,66.88,0.1225,0
MCH-CNC-1004,CNC,55.56,1.552,17.83,61.56,5677.7,6,23.42,50.68,0.0674,0
MCH-CNC-1004,CNC,56.82,2.05,15.53,62.81,5749.4,6,27.77,61.2,0.1008,0
MCH-CNC-1004,CNC,52.6,1.769,17.19,60.15,5799.9,6,28.59,52.71,0.1267,0
MCH-CNC-1004,CNC,53.95,2.752,16.84,55.54,5844.8,7,41.18,60.05,0.3431,0
MCH-CNC-1004,CNC,57.53,1.727,19.36,58.31,5912.9,7,26.24,74.31,0.1727,0
MCH-CNC-1004,CNC,57.92,2.13,17.33,64.89,5984.7,7,32.84,56.62,0.1976,0
MCH-CNC-1004,CNC,57.55,2.064,18.38,61.1,6040.1,7,23.0,53.92,0.1262,0
MCH-CNC-1004,CNC,53.75,2.101,18.03,66.19,6081.0,7,30.65,57.01,0.132,0
MCH-CNC-1004,CNC,60.37,1.957,17.88,57.26,6153.8,7,26.05,73.53,0.1525,0
MCH-CNC-1004,CNC,56.33,1.968,18.93,60.59,6202.0,7,27.24,59.06,0.0208,0
MCH-CNC-1004,CNC,55.76,2.061,18.9,55.05,6255.6,7,30.84,44.12,0.1017,0
MCH-CNC-1004,CNC,53.41,1.678,19.52,52.25,6320.7,7,25.2,70.06,0.1172,0
MCH-CNC-1004,CNC,54.44,1.696,19.25,66.77,6364.7,7,30.96,61.45,0.0827,0
MCH-CNC-1004,CNC,53.43,18.0,19.93,66.12,6407.6,7,25.23,55.48,0.4643,1
MCH-CNC-1004,CNC,55.53,1.875,16.57,48.17,6448.6,7,21.74,50.54,0.0,0
MCH-CNC-1004,CNC,180.0,2.195,17.9,64.62,6525.3,7,27.27,45.55,0.4383,1
MCH-CNC-1004,CNC,51.21,2.162,16.59,67.35,6577.7,7,26.65,67.75,0.148,0
MCH-CNC-1004,CNC,52.97,2.114,19.76,73.33,6644.2,7,28.17,77.05,0.1979,0
MCH-CNC-1004,CNC,58.3,1.717,18.63,41.27,6723.7,8,23.51,60.6,0.1585,0
MCH-CNC-1004,CNC,56.28,2.272,17.25,52.25,6790.5,8,26.1,43.41,0.1106,0
MCH-CNC-1004,CNC,55.31,1.908,20.51,54.24,6851.5,8,33.57,42.51,0.0828,0
MCH-CNC-1004,CNC,58.55,2.339,17.37,64.44,6912.4,8,29.68,48.52,0.2805,0
MCH-CNC-1004,CNC,53.19,2.185,20.79,63.77,6967.4,8,30.27,63.07,0.2399,0
MCH-CNC-1004,CNC,56.38,1.695,17.12,77.3,7031.4,8,26.99,46.12,0.1622,0
MCH-CNC-1004,CNC,52.16,1.866,19.87,60.34,7109.8,8,21.75,61.53,0.0819,0
MCH-CNC-1004,CNC,59.62,1.818,19.58,74.21,7181.3,8,24.6,52.68,0.3141,0
MCH-CNC-1004,CNC,52.43,2.081,17.66,58.04,7238.3,8,28.2,55.86,0.1137,0
MCH-CNC-1004,CNC,53.2,1.833,17.82,59.64,7291.6,8,26.24,58.89,0.0241,0
MCH-CNC-1004,CNC,6000.0,1.916,16.72,73.03,7366.9,8,28.08,57.12,0.3738,1
MCH-CNC-1004,CNC,51.35,1.949,16.59,57.78,7412.3,8,17.76,41.46,0.0176,0
MCH-CNC-1004,CNC,57.49,2.396,20.08,65.38,7486.3,8,26.19,42.55,0.3446,0
MCH-CNC-1004,CNC,55.19,2.748,17.45,75.78,7536.5,9,27.37,71.03,0.3963,0
MCH-CNC-1004,CNC,51.93,1.855,16.45,50.16,7605.1,9,30.67,52.64,0.1014,0
MCH-CNC-1004,CNC,56.67,1.443,19.93,57.21,7677.4,9,30.13,62.45,0.1935,0
MCH-CNC-1004,CNC,54.69,1.363,18.09,61.61,7736.5,9,23.86,56.77,0.071,0
MCH-CNC-1004,CNC,50.97,18.0,17.15,56.75,7784.2,9,26.15,69.83,0.3573,1
MCH-CNC-1004,CNC,55.24,1.868,18.69,70.79,7858.0,9,30.59,63.24,0.0796,0
MCH-CNC-1004,CNC,50.86,1.737,17.69,54.19,7912.7,9,23.74,32.53,0.0433,0
MCH-CNC-1004,CNC,54.23,1.979,16.81,60.63,7965.5,9,26.26,68.09,0.0875,0
MCH-CNC-1004,CNC,57.09,2.061,120.0,59.27,8025.9,9,23.06,53.7,0.3451,1
MCH-CNC-1004,CNC,50.97,2.004,18.86,67.26,8083.3,9,24.94,55.21,0.0,0
MCH-CNC-1004,CNC,59.64,1.556,16.63,82.44,8150.6,9,26.91,32.31,0.3642,0
MCH-CNC-1004,CNC,46.69,2.072,19.21,52.71,8196.1,9,26.12,66.08,0.1217,0
MCH-CNC-1004,CNC,51.04,1.932,16.87,57.65,8253.5,9,22.94,57.57,0.0667,0
MCH-CNC-1004,CNC,56.65,2.06,18.31,48.43,8329.2,9,29.97,51.03,0.0495,0
MCH-CNC-1004,CNC,58.54,1.827,20.17,71.83,8370.6,10,31.01,43.23,0.2639,0
MCH-CNC-1004,CNC,59.03,2.12,17.18,69.93,8428.9,10,24.55,49.91,0.2745,0
MCH-CNC-1004,CNC,6000.0,2.097,20.08,62.5,8495.3,10,32.99,68.6,0.4038,1
MCH-CNC-1004,CNC,49.57,1.841,19.74,48.68,8570.9,10,26.69,59.06,0.0,0
MCH-CNC-1004,CNC,55.25,2.023,18.66,64.17,8634.6,10,27.38,67.59,0.1079,0
MCH-CNC-1004,CNC,57.73,2.393,18.29,68.35,8707.6,10,28.6,64.47,0.3137,0
MCH-CNC-1004,CNC,58.89,2.113,18.09,71.7,8756.5,10,30.54,42.72,0.3103,0
MCH-CNC-1004,CNC,51.04,2.173,20.63,61.17,8810.6,10,28.47,18.8,0.1894,0
MCH-CNC-1004,CNC,59.57,2.528,20.78,60.76,8888.3,10,27.34,39.01,0.4713,0
MCH-CNC-1004,CNC,55.17,1.878,17.85,74.79,8963.7,10,26.92,57.64,0.1277,0
MCH-CNC-1004,CNC,53.97,2.756,16.37,58.55,9026.1,10,27.78,57.77,0.3601,0
MCH-CNC-1004,CNC,54.23,2.278,18.65,57.07,9085.1,10,31.88,40.44,0.1413,0
MCH-CNC-1004,CNC,60.61,2.85,19.73,69.86,9143.1,10,27.31,60.21,0.6709,0
MCH-CNC-1004,CNC,52.62,2.718,20.72,67.61,9185.5,11,25.9,72.88,0.4209,0
MCH-CNC-1004,CNC,62.19,2.827,22.8,61.54,9261.2,11,25.39,37.02,0.7356,1
MCH-CNC-1004,CNC,62.59,2.827,25.05,66.95,9333.9,11,22.79,52.65,0.797,1
MCH-CNC-1004,CNC,60.53,2.614,19.64,53.47,9392.1,11,34.37,58.59,0.5469,0
MCH-CNC-1004,CNC,64.38,2.919,21.08,70.37,9443.3,11,28.54,63.04,0.8243,1
MCH-CNC-1004,CNC,62.99,2.755,23.11,61.34,9497.0,11,29.57,59.97,0.6961,0
MCH-CNC-1004,CNC,60.48,2.758,20.22,53.77,9542.0,11,25.39,58.19,0.4961,0
MCH-CNC-1004,CNC,64.96,2.128,22.07,61.24,9610.8,11,29.81,54.83,0.5089,0
MCH-CNC-1004,CNC,63.38,2.944,23.28,65.82,9673.1,11,32.34,66.28,0.8748,1
MCH-CNC-1004,CNC,58.73,3.329,20.72,71.97,9722.5,11,24.11,40.78,0.6546,0
MCH-CNC-1004,CNC,61.61,3.381,21.73,63.16,9787.4,11,27.82,39.39,0.7354,1
MCH-CNC-1004,CNC,61.63,2.962,23.09,68.82,9866.5,11,22.07,65.22,0.7829,1
MCH-CNC-1004,CNC,63.65,3.347,21.6,57.74,9911.4,11,35.39,54.79,0.8026,1
MCH-CNC-1004,CNC,64.45,3.521,21.21,54.97,9969.8,11,25.29,70.92,0.7381,1
MCH-CNC-1004,CNC,65.3,3.622,23.27,65.47,10029.6,12,27.34,58.95,0.8713,1
MCH-CNC-1004,CNC,66.47,3.346,19.77,66.36,10076.2,12,26.79,67.34,0.7854,1
MCH-CNC-1004,CNC,65.71,3.152,23.88,67.8,10137.5,12,35.18,62.95,0.8561,1
MCH-CNC-1004,CNC,67.97,3.233,23.88,57.76,10201.7,12,24.71,60.47,0.8362,1
